"","V1","V2"
"46331","237081_at","237081_at"
"46332","237082_at","237082_at"
"46333","237083_at","MRPS33"
"46334","237084_at","237084_at"
"46335","237085_x_at","237085_x_at"
"46336","237086_at","FOXA1"
"46337","237087_at","237087_at"
"46338","237088_at","LINC00244"
"46339","237089_at","237089_at"
"46340","237090_at","LOC100506113"
"46341","237091_at","TBC1D9"
"46342","237092_at","LOC101928263"
"46343","237093_at","PRPF4B"
"46344","237094_at","FAM19A5"
"46345","237095_at","ASXL2"
"46346","237096_at","237096_at"
"46347","237097_at","EHD4"
"46348","237098_at","C1orf21"
"46349","237099_at","BPIFA2"
"46350","237100_at","237100_at"
"46351","237101_at","GHSR"
"46352","237102_at","ZMYM2"
"46353","237103_at","237103_at"
"46354","237104_at","237104_at"
"46355","237105_at","LOC101927027"
"46356","237106_at","SLC11A2"
"46357","237107_at","PRKRA"
"46358","237108_x_at","LINC00982"
"46359","237109_at","TOM1L2"
"46360","237110_at","LOC105379878"
"46361","237111_at","LOC388942"
"46362","237112_at","237112_at"
"46363","237113_at","LOC101928214 /// LOC105373558"
"46364","237114_at","237114_at"
"46365","237115_at","237115_at"
"46366","237116_at","LOC646903"
"46367","237117_at","237117_at"
"46368","237118_at","237118_at"
"46369","237119_at","237119_at"
"46370","237120_at","KRT77"
"46371","237121_at","237121_at"
"46372","237122_at","WDR7"
"46373","237123_x_at","KLHL9"
"46374","237124_at","237124_at"
"46375","237125_at","237125_at"
"46376","237126_at","237126_at"
"46377","237127_at","237127_at"
"46378","237128_at","237128_at"
"46379","237129_at","CEP152"
"46380","237130_at","237130_at"
"46381","237131_at","RIIAD1"
"46382","237132_at","TJP2"
"46383","237133_at","237133_at"
"46384","237134_at","237134_at"
"46385","237135_at","237135_at"
"46386","237136_at","237136_at"
"46387","237137_at","SCARNA2"
"46388","237138_at","237138_at"
"46389","237139_at","PDE9A"
"46390","237140_x_at","237140_x_at"
"46391","237141_x_at","AGTPBP1"
"46392","237142_at","PPARA"
"46393","237143_at","237143_at"
"46394","237144_at","LTBP3"
"46395","237145_at","EIF2AK4"
"46396","237146_at","237146_at"
"46397","237147_at","237147_at"
"46398","237148_at","237148_at"
"46399","237149_at","237149_at"
"46400","237150_at","237150_at"
"46401","237151_s_at","CFAP221"
"46402","237152_at","CFAP221"
"46403","237153_at","237153_at"
"46404","237154_at","LOC101930114"
"46405","237155_at","237155_at"
"46406","237156_at","237156_at"
"46407","237157_at","237157_at"
"46408","237158_s_at","MPHOSPH9"
"46409","237159_x_at","AP1S3"
"46410","237160_at","CCDC83"
"46411","237161_at","LOC105370809"
"46412","237162_at","KANK1"
"46413","237163_x_at","LOC101929605 /// LOC102723930 /// LOC390705"
"46414","237164_at","237164_at"
"46415","237165_at","237165_at"
"46416","237166_at","LOC105372691 /// NKILA"
"46417","237167_at","KIAA1217"
"46418","237168_at","NEK5"
"46419","237169_at","TNC"
"46420","237170_at","LOC100507384"
"46421","237171_at","237171_at"
"46422","237172_at","237172_at"
"46423","237173_at","LOC105369199"
"46424","237174_at","237174_at"
"46425","237175_at","237175_at"
"46426","237176_at","237176_at"
"46427","237177_at","CNTN4"
"46428","237178_at","LOC102723932"
"46429","237179_at","PCMTD2"
"46430","237180_at","237180_at"
"46431","237181_at","237181_at"
"46432","237182_at","MRPL45P2"
"46433","237183_at","GALNT5"
"46434","237184_at","237184_at"
"46435","237185_at","237185_at"
"46436","237186_at","KCNJ5"
"46437","237187_at","HRK"
"46438","237188_x_at","SUN5"
"46439","237189_at","HOXB-AS1"
"46440","237190_at","BTD"
"46441","237191_x_at","237191_x_at"
"46442","237192_at","LOC101927668"
"46443","237193_s_at","LOC101927668"
"46444","237194_at","237194_at"
"46445","237195_at","237195_at"
"46446","237196_at","MATN2"
"46447","237197_at","237197_at"
"46448","237198_at","237198_at"
"46449","237199_at","237199_at"
"46450","237200_at","LOC285389"
"46451","237201_at","LOC105375218"
"46452","237202_at","PGPEP1"
"46453","237203_at","LOC101929305"
"46454","237204_at","237204_at"
"46455","237205_at","LINC00238"
"46456","237206_at","MYOCD"
"46457","237207_at","237207_at"
"46458","237208_at","WDR61"
"46459","237209_s_at","NFRKB"
"46460","237210_at","NFRKB"
"46461","237211_x_at","MORN3"
"46462","237212_at","237212_at"
"46463","237213_at","237213_at"
"46464","237214_at","TFRC"
"46465","237215_s_at","TFRC"
"46466","237216_at","237216_at"
"46467","237217_at","ADAMTSL1"
"46468","237218_at","237218_at"
"46469","237219_at","LOC101928259"
"46470","237220_at","237220_at"
"46471","237221_at","237221_at"
"46472","237222_at","FSD2"
"46473","237223_at","237223_at"
"46474","237224_at","LINC00853"
"46475","237225_at","237225_at"
"46476","237226_at","LOC105378138"
"46477","237227_at","NEK10"
"46478","237228_at","ZDHHC1"
"46479","237229_at","KDM8"
"46480","237230_at","GPHA2"
"46481","237231_at","237231_at"
"46482","237232_at","237232_at"
"46483","237233_at","237233_at"
"46484","237234_at","CYTH2"
"46485","237235_at","LOC105371413"
"46486","237236_x_at","LINC00202-2"
"46487","237237_at","237237_at"
"46488","237238_at","WWC1"
"46489","237239_at","237239_at"
"46490","237240_at","237240_at"
"46491","237241_at","ECT2"
"46492","237242_at","LINC00661"
"46493","237243_at","237243_at"
"46494","237244_at","C10orf71-AS1"
"46495","237245_at","BUB3"
"46496","237246_at","237246_at"
"46497","237247_at","USP51"
"46498","237248_at","PDE11A"
"46499","237249_at","KCNQ1OT1"
"46500","237250_at","GABRA2"
"46501","237251_at","LRRC71"
"46502","237252_at","THBD"
"46503","237253_at","IGSF11-AS1"
"46504","237254_at","SLC5A11"
"46505","237255_at","LINC01272"
"46506","237256_at","FBXL12"
"46507","237257_at","RAB4B"
"46508","237258_at","237258_at"
"46509","237259_at","237259_at"
"46510","237260_at","LOC100505978"
"46511","237261_at","ANGPT2"
"46512","237262_at","GAREM1"
"46513","237263_at","237263_at"
"46514","237264_at","237264_at"
"46515","237265_at","MEIOB"
"46516","237266_at","KCNIP2-AS1"
"46517","237267_at","LOC100506675"
"46518","237268_at","DSCAM"
"46519","237269_at","237269_at"
"46520","237270_at","237270_at"
"46521","237271_at","C7orf77"
"46522","237272_at","CCDC37-AS1"
"46523","237273_at","KCNU1"
"46524","237274_at","LINC01208"
"46525","237275_at","LINC00458"
"46526","237276_at","237276_at"
"46527","237277_at","237277_at"
"46528","237278_x_at","237278_x_at"
"46529","237279_at","237279_at"
"46530","237280_at","TCTE1"
"46531","237281_at","AKAP14"
"46532","237282_s_at","AKAP14"
"46533","237283_at","237283_at"
"46534","237284_at","DNAJB8"
"46535","237285_at","SORBS2"
"46536","237286_at","INTS9"
"46537","237287_at","LOC105376287"
"46538","237288_at","TGM7"
"46539","237289_at","CREB1"
"46540","237290_at","237290_at"
"46541","237291_at","PRORSD1P"
"46542","237292_at","DPYSL3"
"46543","237293_at","237293_at"
"46544","237294_at","RASSF4"
"46545","237295_at","237295_at"
"46546","237296_at","237296_at"
"46547","237297_at","LOC105378538"
"46548","237298_at","FLJ26850"
"46549","237299_at","NARF"
"46550","237300_at","PSMA3"
"46551","237301_at","237301_at"
"46552","237302_at","CNKSR3"
"46553","237303_at","LOC105370523"
"46554","237304_at","SYCE2"
"46555","237305_at","237305_at"
"46556","237306_at","ZNF829"
"46557","237307_at","LOC105370638"
"46558","237308_at","237308_at"
"46559","237309_at","237309_at"
"46560","237310_at","237310_at"
"46561","237311_at","237311_at"
"46562","237312_at","LOC100506272"
"46563","237313_at","C1QTNF1-AS1"
"46564","237314_at","ENKUR"
"46565","237315_at","LOC102724965"
"46566","237316_at","ANKDD1A"
"46567","237317_at","237317_at"
"46568","237318_at","237318_at"
"46569","237319_at","PRR30"
"46570","237320_at","FAM71F2"
"46571","237321_at","MIR3681HG"
"46572","237322_at","MIAT"
"46573","237323_at","HKDC1"
"46574","237324_s_at","HKDC1"
"46575","237325_at","DRICH1"
"46576","237326_at","LINC00310"
"46577","237327_at","APH1A"
"46578","237328_at","C14orf105"
"46579","237329_at","RBMS3-AS3"
"46580","237330_at","237330_at"
"46581","237331_s_at","MAPT-AS1"
"46582","237332_at","MON2"
"46583","237333_at","RBBP4"
"46584","237334_at","SFXN2"
"46585","237335_at","ZP1"
"46586","237336_at","ADD2"
"46587","237337_at","237337_at"
"46588","237338_at","B3GNT8"
"46589","237339_at","LINC00993"
"46590","237340_at","SLC26A8"
"46591","237341_at","237341_at"
"46592","237342_at","LOC105376512 /// TOLLIP"
"46593","237343_at","LINC01304"
"46594","237344_at","LINC01539"
"46595","237345_at","LOC102724929"
"46596","237346_at","TGDS"
"46597","237347_at","237347_at"
"46598","237348_at","237348_at"
"46599","237349_at","LOC101928462"
"46600","237350_at","TTC36"
"46601","237351_at","LOC284825"
"46602","237352_at","237352_at"
"46603","237353_at","237353_at"
"46604","237354_at","LOC102724985 /// PDXDC1"
"46605","237355_at","237355_at"
"46606","237356_at","237356_at"
"46607","237357_at","OSTM1-AS1"
"46608","237358_at","237358_at"
"46609","237359_at","237359_at"
"46610","237360_at","ACTRT2"
"46611","237361_at","237361_at"
"46612","237362_at","ZFP41"
"46613","237363_at","SPATA6L"
"46614","237364_at","ZNF529-AS1"
"46615","237365_at","ELOVL2-AS1"
"46616","237366_at","237366_at"
"46617","237367_x_at","CFLAR"
"46618","237368_at","C3orf35"
"46619","237369_at","237369_at"
"46620","237370_at","237370_at"
"46621","237371_at","237371_at"
"46622","237372_at","237372_at"
"46623","237373_at","RAB20"
"46624","237374_at","237374_at"
"46625","237375_at","LOC105373764"
"46626","237376_at","237376_at"
"46627","237377_at","237377_at"
"46628","237378_at","SPATA31D1 /// SPATA31D3"
"46629","237379_at","PHRF1"
"46630","237380_at","237380_at"
"46631","237381_at","LOC101928035"
"46632","237382_at","COLGALT2"
"46633","237383_at","237383_at"
"46634","237384_x_at","KCTD16"
"46635","237385_at","LINC00867"
"46636","237386_at","SMIM10L1"
"46637","237387_at","ARPC5"
"46638","237388_at","237388_at"
"46639","237389_at","237389_at"
"46640","237390_at","ADRA1A"
"46641","237391_at","LOC105377245"
"46642","237392_at","FGF14-IT1"
"46643","237393_at","TPBGL"
"46644","237394_at","237394_at"
"46645","237395_at","CYP4Z1"
"46646","237396_at","237396_at"
"46647","237397_at","237397_at"
"46648","237398_at","237398_at"
"46649","237399_at","237399_at"
"46650","237400_at","ATP5S"
"46651","237401_at","ACTN1"
"46652","237402_at","237402_at"
"46653","237403_at","GFI1B"
"46654","237404_at","237404_at"
"46655","237405_at","LINGO3"
"46656","237406_at","NEK6"
"46657","237407_at","HS1BP3"
"46658","237408_at","DCUN1D1"
"46659","237409_at","237409_at"
"46660","237410_x_at","237410_x_at"
"46661","237411_at","ADAMTS6"
"46662","237412_at","237412_at"
"46663","237413_at","MAPK10"
"46664","237414_at","F7"
"46665","237415_at","LOC105369746"
"46666","237416_at","237416_at"
"46667","237417_at","RCBTB1"
"46668","237418_at","237418_at"
"46669","237419_at","237419_at"
"46670","237420_at","ODF2L"
"46671","237421_at","LOC105370027"
"46672","237422_at","237422_at"
"46673","237423_at","RSPO4"
"46674","237424_at","237424_at"
"46675","237425_at","SORCS3-AS1"
"46676","237426_at","SP100"
"46677","237427_at","237427_at"
"46678","237428_at","TEX43"
"46679","237429_at","237429_at"
"46680","237430_at","237430_at"
"46681","237431_at","USP32"
"46682","237432_at","237432_at"
"46683","237433_at","237433_at"
"46684","237434_x_at","MSANTD1"
"46685","237435_at","237435_at"
"46686","237436_at","237436_at"
"46687","237437_s_at","ADARB2"
"46688","237438_at","237438_at"
"46689","237439_at","USP43"
"46690","237440_at","237440_at"
"46691","237441_at","237441_at"
"46692","237442_at","237442_at"
"46693","237443_at","237443_at"
"46694","237444_at","LOC105374954"
"46695","237445_at","237445_at"
"46696","237446_at","237446_at"
"46697","237447_at","ADORA2A-AS1"
"46698","237448_at","237448_at"
"46699","237449_at","SP8"
"46700","237450_at","LOC389332"
"46701","237451_x_at","237451_x_at"
"46702","237452_at","237452_at"
"46703","237453_at","ZNF529"
"46704","237454_at","GPRC5D"
"46705","237455_at","237455_at"
"46706","237456_at","237456_at"
"46707","237457_at","EIF3B"
"46708","237458_at","237458_at"
"46709","237459_at","237459_at"
"46710","237460_x_at","LINC01588"
"46711","237461_at","NLRP7"
"46712","237462_at","237462_at"
"46713","237463_at","ZFPM1"
"46714","237464_at","SMG1"
"46715","237465_at","USP53"
"46716","237466_s_at","HHIP"
"46717","237467_at","237467_at"
"46718","237468_at","237468_at"
"46719","237469_at","TOP2A"
"46720","237470_at","DOCK7"
"46721","237471_at","LINC00689"
"46722","237472_at","SOX1"
"46723","237473_at","PPIEL"
"46724","237474_at","237474_at"
"46725","237475_x_at","CCDC152"
"46726","237476_at","237476_at"
"46727","237477_at","PDCL2"
"46728","237478_at","LOC399900"
"46729","237479_at","237479_at"
"46730","237480_at","237480_at"
"46731","237481_at","ACAD10"
"46732","237482_s_at","ACAD10"
"46733","237483_at","237483_at"
"46734","237484_at","SMCO3"
"46735","237485_at","SRSF3"
"46736","237486_at","237486_at"
"46737","237487_at","237487_at"
"46738","237488_at","237488_at"
"46739","237489_at","NLRP2"
"46740","237490_at","LOC102724938"
"46741","237491_at","237491_at"
"46742","237492_at","237492_at"
"46743","237493_at","IL22RA2"
"46744","237494_at","LOC105370829"
"46745","237495_at","MPP7"
"46746","237496_at","237496_at"
"46747","237497_at","237497_at"
"46748","237498_at","NEDD4L"
"46749","237499_at","237499_at"
"46750","237500_at","237500_at"
"46751","237501_at","LOC101927043"
"46752","237502_at","CRLS1"
"46753","237503_at","SLC5A8"
"46754","237504_at","INTS10"
"46755","237505_at","237505_at"
"46756","237506_at","TMEM177"
"46757","237507_at","KRT73"
"46758","237508_at","237508_at"
"46759","237509_at","LINC01616"
"46760","237510_at","MYNN"
"46761","237511_at","237511_at"
"46762","237512_at","NAV2-AS2"
"46763","237513_at","PRSS58"
"46764","237514_at","LINC01210"
"46765","237515_at","TMEM56"
"46766","237516_at","237516_at"
"46767","237517_at","237517_at"
"46768","237518_at","237518_at"
"46769","237519_at","237519_at"
"46770","237520_x_at","237520_x_at"
"46771","237521_x_at","237521_x_at"
"46772","237522_at","FAS-AS1"
"46773","237523_at","237523_at"
"46774","237524_at","237524_at"
"46775","237525_at","237525_at"
"46776","237526_at","237526_at"
"46777","237527_at","237527_at"
"46778","237528_at","237528_at"
"46779","237529_at","LINC00708"
"46780","237530_at","237530_at"
"46781","237531_at","237531_at"
"46782","237532_at","237532_at"
"46783","237533_at","237533_at"
"46784","237534_at","237534_at"
"46785","237535_x_at","NRXN1"
"46786","237536_at","MAPT-AS1"
"46787","237537_at","LINC01360"
"46788","237538_at","237538_at"
"46789","237539_at","237539_at"
"46790","237540_at","LINC00644"
"46791","237541_at","237541_at"
"46792","237542_at","237542_at"
"46793","237543_at","LOC100506286"
"46794","237544_at","237544_at"
"46795","237545_at","237545_at"
"46796","237546_at","237546_at"
"46797","237547_at","237547_at"
"46798","237548_at","237548_at"
"46799","237549_at","237549_at"
"46800","237550_at","237550_at"
"46801","237551_at","237551_at"
"46802","237552_at","LOC100505817"
"46803","237553_at","LZTFL1"
"46804","237554_at","237554_at"
"46805","237555_at","CARS2"
"46806","237556_at","237556_at"
"46807","237557_at","237557_at"
"46808","237558_at","237558_at"
"46809","237559_at","GPR55"
"46810","237560_at","MRPS5"
"46811","237561_x_at","237561_x_at"
"46812","237562_at","237562_at"
"46813","237563_s_at","237563_s_at"
"46814","237564_at","237564_at"
"46815","237565_at","GCC2"
"46816","237566_at","237566_at"
"46817","237567_at","STAB2"
"46818","237568_at","237568_at"
"46819","237569_at","237569_at"
"46820","237570_x_at","237570_x_at"
"46821","237571_at","237571_at"
"46822","237572_at","UGT3A1"
"46823","237573_at","237573_at"
"46824","237574_at","237574_at"
"46825","237575_at","237575_at"
"46826","237576_x_at","LOC101927093"
"46827","237577_at","PCNP"
"46828","237578_at","237578_at"
"46829","237579_at","237579_at"
"46830","237580_at","237580_at"
"46831","237581_at","237581_at"
"46832","237582_at","LOC105370478"
"46833","237583_at","237583_at"
"46834","237584_at","237584_at"
"46835","237585_at","C4orf47"
"46836","237586_at","237586_at"
"46837","237587_at","237587_at"
"46838","237588_at","237588_at"
"46839","237589_at","237589_at"
"46840","237590_at","237590_at"
"46841","237591_at","LINC00173"
"46842","237592_at","ZC2HC1B"
"46843","237593_at","237593_at"
"46844","237594_at","237594_at"
"46845","237595_at","LOC105371561"
"46846","237596_at","237596_at"
"46847","237597_at","LOC105375547"
"46848","237598_at","SEC1P"
"46849","237599_at","237599_at"
"46850","237600_at","237600_at"
"46851","237601_at","LOC100507277"
"46852","237602_at","237602_at"
"46853","237603_at","C1orf100"
"46854","237604_at","LOC105376023"
"46855","237605_at","LOC105376606"
"46856","237606_at","CD53"
"46857","237607_at","237607_at"
"46858","237608_at","LOC101929570"
"46859","237609_at","237609_at"
"46860","237610_at","LOC101929512"
"46861","237611_at","237611_at"
"46862","237612_at","SLC14A2-AS1"
"46863","237613_at","FOXR1"
"46864","237614_at","PHACTR2-AS1"
"46865","237615_at","237615_at"
"46866","237616_at","237616_at"
"46867","237617_at","LOC100506675"
"46868","237618_at","237618_at"
"46869","237619_at","FAM217A"
"46870","237620_at","ODF3L2"
"46871","237621_at","GABRG3-AS1"
"46872","237622_at","ACO1"
"46873","237623_at","CST3"
"46874","237624_at","237624_at"
"46875","237625_s_at","IGKC"
"46876","237626_at","237626_at"
"46877","237627_at","237627_at"
"46878","237628_at","237628_at"
"46879","237629_at","237629_at"
"46880","237630_s_at","FAM86B3P"
"46881","237631_at","237631_at"
"46882","237632_at","237632_at"
"46883","237633_at","237633_at"
"46884","237634_at","237634_at"
"46885","237635_at","LOC100128164"
"46886","237636_at","PPP2R2A"
"46887","237637_at","237637_at"
"46888","237638_at","PIRC76"
"46889","237639_at","TMEM207"
"46890","237640_at","VCPKMT"
"46891","237641_at","237641_at"
"46892","237642_at","CTBP1-AS2"
"46893","237643_at","237643_at"
"46894","237644_at","237644_at"
"46895","237645_at","237645_at"
"46896","237646_x_at","PLEKHG5"
"46897","237647_at","GHRL"
"46898","237648_x_at","237648_x_at"
"46899","237649_at","COPS4"
"46900","237650_at","237650_at"
"46901","237651_x_at","LINC00518"
"46902","237652_at","IQSEC2"
"46903","237653_at","LOC105374621"
"46904","237654_at","PPP1R36"
"46905","237655_at","237655_at"
"46906","237656_at","WWC2"
"46907","237657_at","237657_at"
"46908","237658_at","237658_at"
"46909","237659_at","FLJ40288"
"46910","237660_at","UNC80"
"46911","237661_at","237661_at"
"46912","237662_at","237662_at"
"46913","237663_at","237663_at"
"46914","237664_at","237664_at"
"46915","237665_at","237665_at"
"46916","237666_at","XRRA1"
"46917","237667_at","237667_at"
"46918","237668_at","LOC100507201"
"46919","237669_at","237669_at"
"46920","237670_at","MIR663AHG"
"46921","237671_at","237671_at"
"46922","237672_at","237672_at"
"46923","237673_at","237673_at"
"46924","237674_at","237674_at"
"46925","237675_at","LINC01351"
"46926","237676_at","LOC105374648"
"46927","237677_at","237677_at"
"46928","237678_at","237678_at"
"46929","237679_at","TRIM66"
"46930","237680_at","237680_at"
"46931","237681_at","237681_at"
"46932","237682_at","LOC105377323"
"46933","237683_s_at","237683_s_at"
"46934","237684_at","LOC100507461"
"46935","237685_at","LOC101929926"
"46936","237686_at","RNF219"
"46937","237687_at","LOC283737"
"46938","237688_at","237688_at"
"46939","237689_at","237689_at"
"46940","237690_at","ADGRF4"
"46941","237691_x_at","ENO3"
"46942","237692_at","237692_at"
"46943","237693_at","237693_at"
"46944","237694_at","237694_at"
"46945","237695_at","237695_at"
"46946","237696_at","LOC105377656"
"46947","237697_at","LOC100506403 /// RUNX1"
"46948","237698_at","237698_at"
"46949","237699_at","LINC00427"
"46950","237700_at","237700_at"
"46951","237701_at","C12orf54"
"46952","237702_at","RBM45"
"46953","237703_at","237703_at"
"46954","237704_at","237704_at"
"46955","237705_at","237705_at"
"46956","237706_at","STXBP4"
"46957","237707_at","237707_at"
"46958","237708_at","237708_at"
"46959","237709_at","LOC100507513"
"46960","237710_at","237710_at"
"46961","237711_at","ZNF705G"
"46962","237712_at","LOC100507562"
"46963","237713_at","237713_at"
"46964","237714_at","237714_at"
"46965","237715_at","237715_at"
"46966","237716_at","237716_at"
"46967","237717_x_at","237717_x_at"
"46968","237718_at","EIF4E"
"46969","237719_x_at","RGS7BP"
"46970","237720_at","ASB4"
"46971","237721_s_at","ASB4"
"46972","237722_at","FLI1"
"46973","237723_at","237723_at"
"46974","237724_at","MARCH10"
"46975","237725_x_at","SMC5"
"46976","237726_at","237726_at"
"46977","237727_at","237727_at"
"46978","237728_at","237728_at"
"46979","237729_at","RRS1-AS1"
"46980","237730_at","TP53TG3HP"
"46981","237731_at","LINC01010"
"46982","237732_at","PRR9"
"46983","237733_at","237733_at"
"46984","237734_s_at","CCDC37-AS1"
"46985","237735_at","CCDC37-AS1"
"46986","237736_at","BSND"
"46987","237737_at","ANKRD20A12P /// LOC100289026 /// LOC101060632 /// LOC101927345 /// LOC102723799 /// LOC105369263 /// LOC105374447 /// LOC105379272"
"46988","237738_at","LOC101929341"
"46989","237739_at","BGLT3"
"46990","237740_at","237740_at"
"46991","237741_at","SLC25A36"
"46992","237742_at","237742_at"
"46993","237743_at","CEP152"
"46994","237744_at","237744_at"
"46995","237745_at","TSC22D1-AS1"
"46996","237746_at","237746_at"
"46997","237747_at","LOC100507281"
"46998","237748_at","SCGB2B2"
"46999","237749_at","TCF4-AS1"
"47000","237750_at","XPNPEP3"
"47001","237751_x_at","237751_x_at"
"47002","237752_at","237752_at"
"47003","237753_at","IL21R"
"47004","237754_at","LOC101928682"
"47005","237755_s_at","CFAP52"
"47006","237756_at","KLHL23 /// PHOSPHO2 /// PHOSPHO2-KLHL23"
"47007","237757_at","237757_at"
"47008","237758_at","LOC100505685"
"47009","237759_at","CD48"
"47010","237760_at","LINC01364"
"47011","237761_at","237761_at"
"47012","237762_at","237762_at"
"47013","237763_at","237763_at"
"47014","237764_at","LOC101928111"
"47015","237765_at","SLC25A47"
"47016","237766_at","ATP9B"
"47017","237767_at","FARP1"
"47018","237768_x_at","237768_x_at"
"47019","237769_at","237769_at"
"47020","237770_at","237770_at"
"47021","237771_s_at","LOC101927305"
"47022","237772_at","237772_at"
"47023","237773_at","237773_at"
"47024","237774_at","LOC105375848 /// PENK"
"47025","237775_x_at","237775_x_at"
"47026","237776_at","ZADH2"
"47027","237777_at","PFKFB1"
"47028","237778_at","237778_at"
"47029","237779_at","LOC100505711"
"47030","237780_at","237780_at"
"47031","237781_at","HORMAD2"
"47032","237782_at","237782_at"
"47033","237783_at","PLAC8L1"
"47034","237784_at","SUB1"
"47035","237785_at","ASB14"
"47036","237786_at","MAGI2"
"47037","237787_at","LOC100996263"
"47038","237788_at","237788_at"
"47039","237789_at","237789_at"
"47040","237790_at","SCN8A"
"47041","237791_at","LOC105370178"
"47042","237792_at","237792_at"
"47043","237793_at","C20orf78"
"47044","237794_at","ANKRD30BL /// ANKRD30BP2"
"47045","237795_s_at","SP2"
"47046","237796_at","237796_at"
"47047","237797_at","DNM1L"
"47048","237798_at","237798_at"
"47049","237799_at","SLC22A12"
"47050","237800_at","237800_at"
"47051","237801_at","237801_at"
"47052","237802_at","XKR4"
"47053","237803_x_at","237803_x_at"
"47054","237804_at","DNAH11"
"47055","237805_at","LOC729296"
"47056","237806_s_at","LOC729296 /// MIR646HG"
"47057","237807_at","SPATA12"
"47058","237808_at","ST7-AS2"
"47059","237809_at","LOC105378136"
"47060","237810_at","CLDN6"
"47061","237811_at","237811_at"
"47062","237812_at","LOC105375206"
"47063","237813_at","PCBP2"
"47064","237814_at","237814_at"
"47065","237815_at","237815_at"
"47066","237816_at","237816_at"
"47067","237817_at","SSR3"
"47068","237818_at","LARP6"
"47069","237819_at","CREB3L2"
"47070","237820_at","237820_at"
"47071","237821_at","237821_at"
"47072","237822_at","237822_at"
"47073","237823_at","WDR27"
"47074","237824_at","LOC102723786"
"47075","237825_x_at","237825_x_at"
"47076","237826_at","237826_at"
"47077","237827_at","FAM205C"
"47078","237828_at","SRRM4"
"47079","237829_at","237829_at"
"47080","237830_at","237830_at"
"47081","237831_x_at","MMAA"
"47082","237832_at","237832_at"
"47083","237833_s_at","SNCAIP"
"47084","237834_at","SNCAIP"
"47085","237835_at","237835_at"
"47086","237836_at","237836_at"
"47087","237837_at","237837_at"
"47088","237838_at","237838_at"
"47089","237839_at","237839_at"
"47090","237840_at","LINC01118"
"47091","237841_at","237841_at"
"47092","237842_at","MAP7D3"
"47093","237843_at","237843_at"
"47094","237844_at","ZNF131"
"47095","237845_at","LOC101927552 /// LOC102724057"
"47096","237846_at","237846_at"
"47097","237847_at","NTN1"
"47098","237848_at","LOC100996671"
"47099","237849_at","237849_at"
"47100","237850_at","237850_at"
"47101","237851_at","237851_at"
"47102","237852_at","237852_at"
"47103","237853_x_at","KRTAP10-12"
"47104","237854_at","237854_at"
"47105","237855_at","ZNF777"
"47106","237856_at","RAP1GDS1"
"47107","237857_at","237857_at"
"47108","237858_s_at","MTUS2"
"47109","237859_at","237859_at"
"47110","237860_at","RBMS3"
"47111","237861_at","237861_at"
"47112","237862_at","237862_at"
"47113","237863_at","TMPO"
"47114","237864_at","237864_at"
"47115","237865_x_at","237865_x_at"
"47116","237866_at","PID1"
"47117","237867_s_at","PID1"
"47118","237868_x_at","237868_x_at"
"47119","237869_at","GGACT"
"47120","237870_at","LOC101927759 /// NQO2"
"47121","237871_x_at","LOC100996902"
"47122","237872_at","LOC105379699 /// LRFN2"
"47123","237873_s_at","237873_s_at"
"47124","237874_at","237874_at"
"47125","237875_at","237875_at"
"47126","237876_at","237876_at"
"47127","237877_at","237877_at"
"47128","237878_at","237878_at"
"47129","237879_at","237879_at"
"47130","237880_at","LOC105373430 /// MIR3681HG"
"47131","237881_at","237881_at"
"47132","237882_at","237882_at"
"47133","237883_at","LOC101927098"
"47134","237884_x_at","TRPM7"
"47135","237885_at","SOX21-AS1"
"47136","237886_at","237886_at"
"47137","237887_at","237887_at"
"47138","237888_at","LOC100422737"
"47139","237889_s_at","LOC100422737"
"47140","237890_at","LOC105374947"
"47141","237891_at","MDM2"
"47142","237892_at","237892_at"
"47143","237893_at","237893_at"
"47144","237894_at","C3orf22"
"47145","237895_at","237895_at"
"47146","237896_at","NODAL"
"47147","237897_at","ADAM17"
"47148","237898_at","237898_at"
"47149","237899_at","LOC100506374"
"47150","237900_at","KLHDC4 /// LOC105371397"
"47151","237901_at","237901_at"
"47152","237902_at","237902_at"
"47153","237903_at","237903_at"
"47154","237904_at","237904_at"
"47155","237905_at","KRT25"
"47156","237906_at","237906_at"
"47157","237907_at","237907_at"
"47158","237908_at","237908_at"
"47159","237909_at","ADAM6"
"47160","237910_x_at","FAM92A1"
"47161","237911_at","237911_at"
"47162","237912_at","237912_at"
"47163","237913_at","LOC105372695"
"47164","237914_s_at","237914_s_at"
"47165","237915_at","CAND1.11"
"47166","237916_at","237916_at"
"47167","237917_at","NBPF8"
"47168","237918_at","237918_at"
"47169","237919_at","RFFL"
"47170","237920_at","SYCP2"
"47171","237921_at","237921_at"
"47172","237922_at","237922_at"
"47173","237923_at","237923_at"
"47174","237924_at","LOC105377993"
"47175","237925_at","237925_at"
"47176","237926_s_at","237926_s_at"
"47177","237927_at","237927_at"
"47178","237928_at","237928_at"
"47179","237929_at","C17orf50"
"47180","237930_at","237930_at"
"47181","237931_at","237931_at"
"47182","237932_at","237932_at"
"47183","237933_at","237933_at"
"47184","237934_at","237934_at"
"47185","237935_at","237935_at"
"47186","237936_at","237936_at"
"47187","237937_x_at","237937_x_at"
"47188","237938_at","237938_at"
"47189","237939_at","EPHA5"
"47190","237940_s_at","237940_s_at"
