"","V1","V2"
"16244","206797_at","NAT2"
"16245","206798_x_at","DLEC1"
"16246","206799_at","SCGB1D2"
"16247","206800_at","MTHFR"
"16248","206801_at","NPPB"
"16249","206802_at","PAX5"
"16250","206803_at","PDYN"
"16251","206804_at","CD3G"
"16252","206805_at","SEMA3A"
"16253","206806_at","DGKI"
"16254","206807_s_at","ADD2"
"16255","206808_at","HNRNPA3P1"
"16256","206809_s_at","HNRNPA3 /// HNRNPA3P1"
"16257","206810_at","ZNF44"
"16258","206811_at","ADCY8"
"16259","206812_at","ADRB3"
"16260","206813_at","CTF1"
"16261","206814_at","NGF"
"16262","206815_at","SPAG8"
"16263","206816_s_at","SPAG8"
"16264","206817_x_at","CELF3"
"16265","206818_s_at","CNNM2"
"16266","206819_at","POM121L9P"
"16267","206820_at","AGFG2"
"16268","206821_x_at","AGFG2"
"16269","206822_s_at","L3MBTL1"
"16270","206823_at","L3MBTL1"
"16271","206824_at","CES1P1"
"16272","206825_at","OXTR"
"16273","206826_at","PMP2"
"16274","206827_s_at","TRPV6"
"16275","206828_at","TXK"
"16276","206829_x_at","ZNF430"
"16277","206830_at","SLC4A10"
"16278","206831_s_at","ARSD"
"16279","206832_s_at","SEMA3F"
"16280","206833_s_at","ACYP2"
"16281","206834_at","HBD /// HBD"
"16282","206835_at","STATH"
"16283","206836_at","SLC6A3"
"16284","206837_at","ALX1"
"16285","206838_at","TBX19"
"16286","206839_at","C22orf31"
"16287","206840_at","AFM"
"16288","206841_at","PDE6H"
"16289","206842_at","KCND1"
"16290","206843_at","CRYBA4"
"16291","206844_at","FBP2"
"16292","206845_s_at","RNF40"
"16293","206846_s_at","HDAC6"
"16294","206847_s_at","HOXA7"
"16295","206848_at","COX20"
"16296","206849_at","GABRG2"
"16297","206850_at","RASL10A"
"16298","206851_at","RNASE3"
"16299","206852_at","EPHA7"
"16300","206853_s_at","MAP3K7"
"16301","206854_s_at","MAP3K7"
"16302","206855_s_at","HYAL2"
"16303","206856_at","LILRB5"
"16304","206857_s_at","FKBP1B"
"16305","206858_s_at","HOXC6"
"16306","206859_s_at","PAEP"
"16307","206860_s_at","MIOS"
"16308","206861_s_at","CGGBP1"
"16309","206862_at","ZNF254"
"16310","206863_x_at","HRK"
"16311","206864_s_at","HRK"
"16312","206865_at","HRK"
"16313","206866_at","CDH4"
"16314","206867_at","GCKR"
"16315","206868_at","STARD8"
"16316","206869_at","CHAD"
"16317","206870_at","PPARA"
"16318","206871_at","ELANE"
"16319","206872_at","SLC17A1"
"16320","206873_at","CA6"
"16321","206874_s_at","SLK"
"16322","206875_s_at","SLK"
"16323","206876_at","SIM1"
"16324","206877_at","MXD1"
"16325","206878_at","DAO"
"16326","206879_s_at","NRG2"
"16327","206880_at","P2RX6"
"16328","206881_s_at","LILRA3"
"16329","206882_at","SLC1A6"
"16330","206883_x_at","GP9"
"16331","206884_s_at","SCEL"
"16332","206885_x_at","GH1"
"16333","206886_x_at","GH1"
"16334","206887_at","ACKR2"
"16335","206888_s_at","ARHGDIG"
"16336","206889_at","PDIA2"
"16337","206890_at","IL12RB1"
"16338","206891_at","ACTN3"
"16339","206892_at","AMHR2"
"16340","206893_at","SALL1"
"16341","206894_at","APOA4"
"16342","206895_at","PPP1R3A"
"16343","206896_s_at","GNG7"
"16344","206897_at","PAGE1"
"16345","206898_at","CDH19"
"16346","206899_at","NTSR2"
"16347","206900_x_at","ZNF253"
"16348","206901_at","C19orf57"
"16349","206902_s_at","EXOG"
"16350","206903_at","EXOG"
"16351","206904_at","MATN1"
"16352","206905_s_at","MATN1"
"16353","206906_at","ICAM5"
"16354","206907_at","TNFSF9"
"16355","206908_s_at","CLDN11"
"16356","206909_at","206909_at"
"16357","206910_x_at","CFHR2"
"16358","206911_at","TRIM25"
"16359","206912_at","FOXE1"
"16360","206913_at","BAAT"
"16361","206914_at","CRTAM"
"16362","206915_at","NKX2-2"
"16363","206916_x_at","TAT"
"16364","206917_at","GNA13"
"16365","206918_s_at","CPNE1"
"16366","206919_at","ELK4"
"16367","206920_s_at","GLE1"
"16368","206921_at","GLE1"
"16369","206922_at","VCY /// VCY1B"
"16370","206923_at","PRKCA"
"16371","206924_at","IL11"
"16372","206925_at","ST8SIA4"
"16373","206926_s_at","IL11"
"16374","206927_s_at","GUCY1A2"
"16375","206928_at","ZNF124"
"16376","206929_s_at","NFIC"
"16377","206930_at","GLYAT"
"16378","206931_at","ZNF141"
"16379","206932_at","CH25H"
"16380","206933_s_at","H6PD"
"16381","206934_at","SIRPB1"
"16382","206935_at","PCDH8"
"16383","206936_x_at","206936_x_at"
"16384","206937_at","SPTA1"
"16385","206938_at","SRD5A2"
"16386","206939_at","DCC"
"16387","206940_s_at","POU4F1"
"16388","206941_x_at","SEMA3E"
"16389","206942_s_at","PMCH"
"16390","206943_at","TGFBR1"
"16391","206944_at","HTR6"
"16392","206945_at","LCT"
"16393","206946_at","HCN4"
"16394","206947_at","B3GALT5"
"16395","206948_at","NEU3"
"16396","206949_s_at","RUSC1"
"16397","206950_at","SCN9A"
"16398","206951_at","HIST1H4E"
"16399","206952_at","G6PC"
"16400","206953_s_at","ADGRL2"
"16401","206954_at","WT1-AS"
"16402","206955_at","AQP7"
"16403","206956_at","BGLAP /// PMF1-BGLAP"
"16404","206957_at","AGXT"
"16405","206958_s_at","UPF3A"
"16406","206959_s_at","UPF3A"
"16407","206960_at","LPAR4"
"16408","206961_s_at","MED20"
"16409","206962_x_at","206962_x_at"
"16410","206963_s_at","NAT8 /// NAT8B"
"16411","206964_at","NAT8B"
"16412","206965_at","KLF12"
"16413","206966_s_at","KLF12"
"16414","206967_at","CCNT1"
"16415","206968_s_at","NFRKB"
"16416","206969_at","KRT34 /// LOC100653049"
"16417","206970_at","CNTN2"
"16418","206971_at","GPR161"
"16419","206972_s_at","GPR161"
"16420","206973_at","PPFIA2"
"16421","206974_at","CXCR6"
"16422","206975_at","LTA"
"16423","206976_s_at","HSPH1"
"16424","206977_at","PTH"
"16425","206978_at","CCR2"
"16426","206979_at","C8B"
"16427","206980_s_at","FLT3LG"
"16428","206981_at","SCN4A"
"16429","206982_at","CRYBA1"
"16430","206983_at","CCR6"
"16431","206984_s_at","RIT2"
"16432","206985_at","HSD17B3"
"16433","206986_at","FGF18"
"16434","206987_x_at","FGF18"
"16435","206988_at","CCL25"
"16436","206989_s_at","SCAF11"
"16437","206990_at","TNR"
"16438","206991_s_at","CCR5"
"16439","206992_s_at","ATP5S"
"16440","206993_at","ATP5S"
"16441","206994_at","CST4"
"16442","206995_x_at","SCARF1"
"16443","206996_x_at","CACNB1"
"16444","206997_s_at","HS6ST1"
"16445","206998_x_at","PRB3"
"16446","206999_at","IL12RB2"
"16447","207000_s_at","PPP3CC"
"16448","207001_x_at","TSC22D3"
"16449","207002_s_at","PLAGL1"
"16450","207003_at","GUCA2A"
"16451","207004_at","BCL2"
"16452","207005_s_at","BCL2"
"16453","207006_s_at","CCDC106"
"16454","207007_at","NR1I3"
"16455","207008_at","CXCR2"
"16456","207009_at","PHOX2B"
"16457","207010_at","GABRB1"
"16458","207011_s_at","PTK7"
"16459","207012_at","MMP16"
"16460","207013_s_at","MMP16"
"16461","207014_at","GABRA2"
"16462","207015_s_at","ALDH1A2"
"16463","207016_s_at","ALDH1A2"
"16464","207017_at","RAB27B"
"16465","207018_s_at","RAB27B"
"16466","207019_s_at","AKAP4"
"16467","207020_at","HSF2BP /// LOC105379490"
"16468","207021_at","ZPBP"
"16469","207022_s_at","LDHC"
"16470","207023_x_at","KRT10"
"16471","207024_at","CHRND"
"16472","207025_at","GJC2"
"16473","207026_s_at","ATP2B3"
"16474","207027_at","HGFAC"
"16475","207028_at","MYCNOS"
"16476","207029_at","KITLG"
"16477","207030_s_at","CSRP2"
"16478","207031_at","NKX3-2"
"16479","207032_s_at","CRISP1"
"16480","207033_at","GIF"
"16481","207034_s_at","GLI2"
"16482","207035_at","SLC30A3"
"16483","207036_x_at","GRIN2D"
"16484","207037_at","TNFRSF11A"
"16485","207038_at","SLC16A6"
"16486","207039_at","CDKN2A"
"16487","207040_s_at","ST13"
"16488","207041_at","MASP2"
"16489","207042_at","E2F2"
"16490","207043_s_at","SLC6A9"
"16491","207044_at","THRB"
"16492","207045_at","VPS50"
"16493","207046_at","HIST2H4A /// HIST2H4B"
"16494","207047_s_at","CLCNKA /// CLCNKB"
"16495","207048_at","SLC6A11"
"16496","207049_at","SCN8A"
"16497","207050_at","CACNA2D1"
"16498","207051_at","SLC17A4"
"16499","207052_at","HAVCR1"
"16500","207053_at","SLC8A1"
"16501","207054_at","IMPG1"
"16502","207055_at","GPR37L1"
"16503","207056_s_at","SLC4A8"
"16504","207057_at","SLC16A7"
"16505","207058_s_at","PARK2"
"16506","207059_at","PAX9"
"16507","207060_at","EN2"
"16508","207061_at","ERN1"
"16509","207062_at","IAPP"
"16510","207063_at","TTTY14"
"16511","207064_s_at","AOC2"
"16512","207065_at","KRT75"
"16513","207066_at","HRC"
"16514","207067_s_at","HDC"
"16515","207068_at","ZFP37"
"16516","207069_s_at","SMAD6"
"16517","207070_at","RGR"
"16518","207071_s_at","ACO1"
"16519","207072_at","IL18RAP"
"16520","207073_at","CDKL2"
"16521","207074_s_at","SLC18A1"
"16522","207075_at","NLRP3"
"16523","207076_s_at","ASS1"
"16524","207077_at","CELA2B"
"16525","207078_at","MED6"
"16526","207079_s_at","MED6"
"16527","207080_s_at","PYY"
"16528","207081_s_at","PI4KA"
"16529","207082_at","CSF1"
"16530","207083_s_at","CC2D1A"
"16531","207084_at","POU3F2"
"16532","207085_x_at","CSF2RA"
"16533","207086_x_at","GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8"
"16534","207087_x_at","ANK1"
"16535","207088_s_at","SLC25A11"
"16536","207089_at","NRAP"
"16537","207090_x_at","ZFP30"
"16538","207091_at","P2RX7"
"16539","207092_at","LEP"
"16540","207093_s_at","OMG"
"16541","207094_at","CXCR1"
"16542","207095_at","SLC10A2"
"16543","207096_at","SAA4"
"16544","207097_s_at","SLC17A2"
"16545","207098_s_at","MFN1"
"16546","207099_s_at","CHM"
"16547","207100_s_at","VAMP1"
"16548","207101_at","VAMP1"
"16549","207102_at","AKR1D1"
"16550","207103_at","KCND2"
"16551","207104_x_at","LILRB1"
"16552","207105_s_at","PIK3R2"
"16553","207106_s_at","LTK"
"16554","207107_at","RPE65"
"16555","207108_s_at","NIPBL"
"16556","207109_at","POU2F3"
"16557","207110_at","KCNJ12"
"16558","207111_at","ADGRE1"
"16559","207112_s_at","GAB1"
"16560","207113_s_at","TNF"
"16561","207114_at","LY6G6C"
"16562","207115_x_at","MBTD1"
"16563","207116_s_at","GAPDHS"
"16564","207117_at","ZNF117"
"16565","207118_s_at","MMP23A /// MMP23B"
"16566","207119_at","PRKG1"
"16567","207120_at","ZNF667"
"16568","207121_s_at","MAPK6"
"16569","207122_x_at","SULT1A2"
"16570","207123_s_at","MATN4"
"16571","207124_s_at","GNB5"
"16572","207125_at","ZNF225"
"16573","207126_x_at","UGT1A1 /// UGT1A10 /// UGT1A4 /// UGT1A6 /// UGT1A8 /// UGT1A9"
"16574","207127_s_at","HNRNPH3"
"16575","207128_s_at","ZNF223"
"16576","207129_at","CA5B"
"16577","207130_at","ZMYND8"
"16578","207131_x_at","GGT1 /// GGT2 /// GGTLC1 /// GGTLC2 /// LOC102724197"
"16579","207132_x_at","PFDN5"
"16580","207133_x_at","ALPK1"
"16581","207134_x_at","TPSAB1 /// TPSB2"
"16582","207135_at","HTR2A"
"16583","207136_at","ARR3"
"16584","207137_at","TONSL"
"16585","207138_at","PHF2"
"16586","207139_at","ATP4A"
"16587","207140_at","ALPI"
"16588","207141_s_at","KCNJ3"
"16589","207142_at","KCNJ3"
"16590","207143_at","CDK6"
"16591","207144_s_at","CITED1"
"16592","207145_at","MSTN"
"16593","207146_at","KRT32"
"16594","207147_at","DLX2"
"16595","207148_x_at","MYOZ2"
"16596","207149_at","CDH12"
"16597","207150_at","SLC18A3"
"16598","207151_at","ADCYAP1R1"
"16599","207152_at","NTRK2"
"16600","207153_s_at","GLMN"
"16601","207154_at","DIO3"
"16602","207155_at","TBX5"
"16603","207156_at","HIST1H2AG"
"16604","207157_s_at","GNG5"
"16605","207158_at","APOBEC1"
"16606","207159_x_at","CRTC1"
"16607","207160_at","IL12A"
"16608","207161_at","KIAA0087"
"16609","207162_s_at","CACNA1B"
"16610","207163_s_at","AKT1"
"16611","207164_s_at","ZBTB18"
"16612","207165_at","HMMR"
"16613","207166_at","GNGT1"
"16614","207167_at","CD101"
"16615","207168_s_at","H2AFY"
"16616","207169_x_at","DDR1"
"16617","207170_s_at","LETMD1"
"16618","207172_s_at","CDH11"
"16619","207173_x_at","CDH11"
"16620","207174_at","GPC5"
"16621","207175_at","ADIPOQ"
"16622","207176_s_at","CD80"
"16623","207177_at","PTGFR"
"16624","207178_s_at","FRK"
"16625","207179_at","TLX1"
"16626","207180_s_at","HTATIP2"
"16627","207181_s_at","CASP7"
"16628","207182_at","GABRA6"
"16629","207183_at","GPR19"
"16630","207184_at","SLC6A13"
"16631","207185_at","SLC10A1"
"16632","207186_s_at","BPTF"
"16633","207187_at","JAK3"
"16634","207188_at","CDK3 /// TEN1-CDK3"
"16635","207189_s_at","ZZEF1"
"16636","207190_at","ZZEF1"
"16637","207191_s_at","ISLR"
"16638","207192_at","DNASE1L2"
"16639","207193_at","AGRP"
"16640","207194_s_at","ICAM4"
"16641","207195_at","CNTN6"
"16642","207196_s_at","TNIP1"
"16643","207197_at","ZIC3"
"16644","207198_s_at","LIMS1"
"16645","207199_at","TERT"
"16646","207200_at","OTC"
"16647","207201_s_at","SLC22A1"
"16648","207202_s_at","NR1I2"
"16649","207203_s_at","NR1I2"
"16650","207204_at","FSCN2"
"16651","207205_at","CEACAM4"
"16652","207206_s_at","ALOX12"
"16653","207207_at","RBMXL2"
"16654","207208_at","RBMXL2"
"16655","207209_at","CETN1"
"16656","207210_at","GABRA3"
"16657","207211_at","USP2"
"16658","207212_at","SLC9A3"
"16659","207213_s_at","USP2"
"16660","207214_at","SPINK4"
"16661","207215_at","GSTTP1 /// GSTTP2"
"16662","207216_at","TNFSF8"
"16663","207217_s_at","NOX1"
"16664","207218_at","F9"
"16665","207219_at","ZFP69B"
"16666","207220_at","ART4"
"16667","207221_at","F2RL3"
"16668","207222_at","PLA2G10"
"16669","207223_s_at","PTBP3"
"16670","207224_s_at","SIGLEC7"
"16671","207225_at","AANAT"
"16672","207226_at","HIST1H2BN"
"16673","207227_x_at","RFPL2"
"16674","207228_at","PRKACG"
"16675","207229_at","KLRAP1"
"16676","207230_at","CDON"
"16677","207231_at","DZIP3"
"16678","207232_s_at","DZIP3"
"16679","207233_s_at","MITF"
"16680","207234_at","RFX3"
"16681","207235_s_at","GRM5"
"16682","207236_at","ZNF345"
"16683","207237_at","KCNA3"
"16684","207238_s_at","PTPRC"
"16685","207239_s_at","CDK16"
"16686","207240_s_at","LHCGR"
"16687","207241_at","LINC01587"
"16688","207242_s_at","GRIK1"
"16689","207243_s_at","CALM2"
"16690","207244_x_at","CYP2A6"
"16691","207245_at","UGT2B15 /// UGT2B17"
"16692","207246_at","ZFY"
"16693","207247_s_at","ZFX /// ZFY"
"16694","207248_at","KCNA4"
"16695","207249_s_at","SLC28A2"
"16696","207250_at","SIX6"
"16697","207251_at","MEP1B"
"16698","207252_at","INE1"
"16699","207253_s_at","UBN1"
"16700","207254_at","SLC15A1"
"16701","207255_at","LEPR"
"16702","207256_at","MBL2"
"16703","207257_at","EPO"
"16704","207258_at","DSCR4"
"16705","207259_at","LINC00483"
"16706","207260_at","FEV"
"16707","207261_at","CNGA3"
"16708","207262_at","APOF"
"16709","207263_x_at","VEZT"
"16710","207264_at","KDELR3"
"16711","207265_s_at","KDELR3"
"16712","207266_x_at","RBMS1"
"16713","207267_s_at","RIPPLY3"
"16714","207268_x_at","ABI2"
"16715","207269_at","DEFA4"
"16716","207270_x_at","CD300C"
"16717","207271_x_at","SPAG11A /// SPAG11B"
"16718","207272_at","ZNF80"
"16719","207273_at","207273_at"
"16720","207274_at","CHRNE"
"16721","207275_s_at","ACSL1"
"16722","207276_at","CDR1"
"16723","207277_at","CD209"
"16724","207278_s_at","CD209"
"16725","207279_s_at","NEBL"
"16726","207280_at","RNF185-AS1"
"16727","207281_x_at","VCX2"
"16728","207282_s_at","MYOG"
"16729","207283_at","RPL23AP32"
"16730","207284_s_at","ASPH"
"16731","207285_x_at","CSHL1"
"16732","207286_at","CEP135"
"16733","207287_at","BIN3-IT1"
"16734","207288_at","ASMTL-AS1"
"16735","207289_at","MMP25"
"16736","207290_at","PLXNA2"
"16737","207291_at","PRRG4"
"16738","207292_s_at","MAPK7"
"16739","207293_s_at","AGTR2"
"16740","207294_at","AGTR2"
"16741","207295_at","SCNN1G"
"16742","207296_at","ZNF343"
"16743","207298_at","SLC17A3"
"16744","207299_s_at","GRM1"
"16745","207300_s_at","F7"
"16746","207301_at","EFNA5"
"16747","207302_at","SGCG"
"16748","207303_at","PDE1C"
"16749","207304_at","ZNF45"
"16750","207305_s_at","TRAPPC8"
"16751","207306_at","TCF15"
"16752","207307_at","HTR2C"
"16753","207308_at","SLCO1A2"
"16754","207309_at","NOS1"
"16755","207310_s_at","NOS1"
"16756","207311_at","DOC2B"
"16757","207312_at","PHKG1"
"16758","207313_x_at","KIR3DL2"
"16759","207314_x_at","KIR3DL1 /// KIR3DL2"
"16760","207315_at","CD226"
"16761","207316_at","HAS1"
"16762","207317_s_at","CASQ2"
"16763","207318_s_at","CDK13"
"16764","207319_s_at","CDK13"
"16765","207320_x_at","STAU1"
"16766","207321_s_at","ABCB9"
"16767","207322_at","ITSN1"
"16768","207323_s_at","MBP"
"16769","207324_s_at","DSC1"
"16770","207325_x_at","MAGEA1"
"16771","207326_at","BTC"
"16772","207327_at","EYA4"
"16773","207328_at","ALOX15"
"16774","207329_at","MMP8"
"16775","207330_at","PZP"
"16776","207331_at","CENPF"
"16777","207332_s_at","TFRC"
"16778","207333_at","NMBR"
"16779","207334_s_at","TGFBR2"
"16780","207335_x_at","ATP5I"
"16781","207336_at","SOX5"
"16782","207337_at","CTAG2"
"16783","207338_s_at","ZNF200"
"16784","207339_s_at","LTB"
"16785","207341_at","PRTN3"
"16786","207342_at","CNGB1"
"16787","207343_at","LYZL6"
"16788","207344_at","AKAP3"
"16789","207345_at","FST"
"16790","207346_at","STX2"
"16791","207347_at","ERCC6"
"16792","207348_s_at","LIG3"
"16793","207349_s_at","UCP3"
"16794","207350_s_at","VAMP4"
"16795","207351_s_at","SH2D2A"
"16796","207352_s_at","GABRB2"
"16797","207353_s_at","HMX1"
"16798","207354_at","CCL16"
"16799","207355_at","SLC1A7"
"16800","207356_at","DEFB4A /// DEFB4B"
"16801","207357_s_at","GALNT10"
"16802","207358_x_at","KIAA0754 /// MACF1"
"16803","207359_at","CAMKK2"
"16804","207360_s_at","NTSR1"
"16805","207361_at","HBP1"
"16806","207362_at","SLC30A4"
"16807","207363_at","RS1"
"16808","207364_at","LOC102030688 /// TEX28"
"16809","207365_x_at","USP34"
"16810","207366_at","KCNS1"
"16811","207367_at","ATP12A"
"16812","207368_at","HTR1D"
"16813","207369_at","BRS3"
"16814","207370_at","IBSP"
"16815","207371_at","207371_at"
"16816","207372_s_at","ENTPD2"
"16817","207373_at","HOXD10"
"16818","207374_at","PLSCR2"
"16819","207375_s_at","IL15RA"
"16820","207376_at","VENTX"
"16821","207377_at","PPP1R2P9"
"16822","207378_at","TREH"
"16823","207379_at","EDIL3"
"16824","207380_x_at","NOX1"
"16825","207381_at","ALOX12B"
"16826","207382_at","TP63"
"16827","207383_s_at","RHBDL1"
"16828","207384_at","PGLYRP1"
"16829","207385_at","TFDP3"
"16830","207386_at","CYP7B1"
"16831","207387_s_at","GK"
"16832","207388_s_at","PTGES"
"16833","207389_at","GP1BA"
"16834","207390_s_at","SMTN"
"16835","207391_s_at","PIP5K1A"
"16836","207392_x_at","UGT2B15"
"16837","207393_at","HCRTR2"
"16838","207394_at","ZNF137P"
"16839","207395_at","BTN1A1"
"16840","207396_s_at","ALG3"
"16841","207397_s_at","HOXD13"
"16842","207398_at","HOXD13"
"16843","207399_at","BFSP2"
"16844","207400_at","NPY5R"
"16845","207401_at","PROX1"
"16846","207402_at","ZNF132"
"16847","207403_at","IRS4"
"16848","207404_s_at","HTR1E"
"16849","207405_s_at","RAD17"
"16850","207406_at","CYP7A1"
"16851","207407_x_at","CYP4A11"
"16852","207408_at","SLC22A14"
"16853","207409_at","LECT2"
"16854","207410_s_at","TLX2"
"16855","207412_x_at","CELP"
"16856","207413_s_at","SCN5A"
"16857","207414_s_at","PCSK6"
"16858","207415_at","PLA2R1"
"16859","207416_s_at","NFATC3"
"16860","207417_s_at","ZNF177 /// ZNF559-ZNF177"
"16861","207418_s_at","DDO"
"16862","207419_s_at","RAC2"
"16863","207420_at","COLEC10"
"16864","207421_at","CA5A"
"16865","207422_at","ADAM20"
"16866","207423_s_at","ADAM20"
"16867","207424_at","MYF5"
"16868","207425_s_at","SEPT9"
"16869","207426_s_at","TNFSF4"
"16870","207427_at","ACR"
"16871","207428_x_at","CDK11B"
"16872","207429_at","SLC22A2"
"16873","207430_s_at","MSMB"
"16874","207431_s_at","DEGS1"
"16875","207432_at","BEST2"
"16876","207433_at","IL10"
"16877","207434_s_at","FXYD2 /// FXYD6 /// FXYD6-FXYD2"
"16878","207435_s_at","SRRM2"
"16879","207436_x_at","SORBS1"
"16880","207437_at","NOVA1"
"16881","207438_s_at","SNUPN"
"16882","207439_s_at","SLC35A2"
"16883","207440_at","SLC35A2"
"16884","207441_at","SMR3B"
"16885","207442_at","CSF3"
"16886","207443_at","NR2E1"
"16887","207444_at","SLC22A13"
"16888","207445_s_at","CCR9"
"16889","207446_at","TLR6"
"16890","207447_s_at","MGAT4C"
"16891","207448_at","POFUT2"
"16892","207449_s_at","POFUT2"
"16893","207450_s_at","POU6F2"
"16894","207451_at","NKX2-8"
"16895","207452_s_at","CNTN5"
"16896","207453_s_at","DNAJB5"
"16897","207454_at","GRIK3"
"16898","207455_at","P2RY1"
"16899","207456_at","HNF4G"
"16900","207457_s_at","LY6G6D"
"16901","207458_at","RHPN1-AS1"
"16902","207459_x_at","GYPB"
"16903","207460_at","GZMM"
"16904","207461_at","207461_at"
"16905","207462_at","GLRA2"
"16906","207463_x_at","PRSS3"
"16907","207464_at","AHCYL1"
"16908","207465_at","207465_at"
"16909","207466_at","GAL"
"16910","207467_x_at","CAST"
"16911","207468_s_at","SFRP5"
"16912","207469_s_at","PIR"
"16913","207470_at","207470_at"
"16914","207471_at","RARS2"
"16915","207472_at","RARS2"
"16916","207473_at","MLN"
"16917","207474_at","SNRK"
"16918","207475_at","FABP2"
"16919","207476_at","LOC100507630"
"16920","207477_at","PRO2958"
"16921","207478_at","PRO2958"
"16922","207479_at","207479_at"
"16923","207480_s_at","MEIS2"
"16924","207481_at","207481_at"
"16925","207482_at","TP53TG5"
"16926","207483_s_at","CAND1"
"16927","207484_s_at","EHMT2"
"16928","207485_x_at","BTN3A1"
"16929","207486_x_at","CHN2 /// LOC101928168"
"16930","207487_at","207487_at"
"16931","207488_at","207488_at"
"16932","207489_at","RPS2P45"
"16933","207490_at","TUBA4B"
"16934","207491_at","MOGAT2"
"16935","207492_at","NGLY1"
"16936","207493_x_at","SSX2 /// SSX2B"
